"DataSet","Species","Year","SpnForAbd_Total","SpnForTrend_Total","SpnForAbd_Wild","SpnForTrend_Wild","CU_ID","CU_Name","DU_ID","Recruits_Wild","Recruits_Total"
"Sk_Fraser","Sockeye",1950,0,0,0,0,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1951,0,0,0,0,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1952,6928.6,4147,6928.6,4147,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1953,57.942,29,57.942,29,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1954,35.235,18,35.235,18,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1955,60.291,31,60.291,31,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1956,7405.7202,4147,7405.7202,4147,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1957,856.0728,429,856.0728,429,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1958,61,31,61,31,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1959,582,370,582,370,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1960,4795.918,2772,4795.918,2772,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1961,240.312,120,240.312,120,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1962,113.5737,68,113.5737,68,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1963,1941.336,1068,1941.336,1068,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1964,18387.408,8206,18387.408,8206,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1965,1451.1996,941,1451.1996,941,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1966,49.4585,30,49.4585,30,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1967,701.008,351,701.008,351,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1968,6639.7137,3834,6639.7137,3834,"CU_19","Anderson_Seton_ES","TBD",NA,78774
"Sk_Fraser","Sockeye",1969,551.3343,360,551.3343,360,"CU_19","Anderson_Seton_ES","TBD",NA,3724
"Sk_Fraser","Sockeye",1970,34.125,14,34.125,14,"CU_19","Anderson_Seton_ES","TBD",NA,154
"Sk_Fraser","Sockeye",1971,164.6946,115,164.6946,115,"CU_19","Anderson_Seton_ES","TBD",NA,7721
"Sk_Fraser","Sockeye",1972,5528.1779,3128,5528.1779,3128,"CU_19","Anderson_Seton_ES","TBD",NA,128433
"Sk_Fraser","Sockeye",1973,635.2395,351,635.2395,351,"CU_19","Anderson_Seton_ES","TBD",NA,13241
"Sk_Fraser","Sockeye",1974,55.349,37,55.349,37,"CU_19","Anderson_Seton_ES","TBD",NA,1413
"Sk_Fraser","Sockeye",1975,1740.196,1246,1740.196,1246,"CU_19","Anderson_Seton_ES","TBD",NA,15888
"Sk_Fraser","Sockeye",1976,14496.2313,8820,14496.2313,8820,"CU_19","Anderson_Seton_ES","TBD",NA,70185
"Sk_Fraser","Sockeye",1977,1938.9807,1174,1938.9807,1174,"CU_19","Anderson_Seton_ES","TBD",NA,20020
"Sk_Fraser","Sockeye",1978,193.9935,129,193.9935,129,"CU_19","Anderson_Seton_ES","TBD",NA,1058
"Sk_Fraser","Sockeye",1979,2368.9204,1649,2368.9204,1649,"CU_19","Anderson_Seton_ES","TBD",NA,15902
"Sk_Fraser","Sockeye",1980,18533.6758,11032,18533.6758,11032,"CU_19","Anderson_Seton_ES","TBD",NA,77848
"Sk_Fraser","Sockeye",1981,3384.4458,1907,3384.4458,1907,"CU_19","Anderson_Seton_ES","TBD",NA,17352
"Sk_Fraser","Sockeye",1982,713.8658,439,713.8658,439,"CU_19","Anderson_Seton_ES","TBD",NA,6340
"Sk_Fraser","Sockeye",1983,4968.3743,3055,4968.3743,3055,"CU_19","Anderson_Seton_ES","TBD",NA,26556
"Sk_Fraser","Sockeye",1984,16893.1602,9148,16893.1602,9148,"CU_19","Anderson_Seton_ES","TBD",NA,136133
"Sk_Fraser","Sockeye",1985,3396.0808,2032,3396.0808,2032,"CU_19","Anderson_Seton_ES","TBD",NA,125622
"Sk_Fraser","Sockeye",1986,3072.502,1880,3072.502,1880,"CU_19","Anderson_Seton_ES","TBD",NA,21000
"Sk_Fraser","Sockeye",1987,6836.9688,4105,6836.9688,4105,"CU_19","Anderson_Seton_ES","TBD",NA,26150
"Sk_Fraser","Sockeye",1988,34690.5174,17841,34690.5174,17841,"CU_19","Anderson_Seton_ES","TBD",NA,309753
"Sk_Fraser","Sockeye",1989,15072.4537,9795,15072.4537,9795,"CU_19","Anderson_Seton_ES","TBD",NA,47315
"Sk_Fraser","Sockeye",1990,4918.2313,3304,4918.2313,3304,"CU_19","Anderson_Seton_ES","TBD",NA,14784
"Sk_Fraser","Sockeye",1991,7567.2104,4618,7567.2104,4618,"CU_19","Anderson_Seton_ES","TBD",NA,20443
"Sk_Fraser","Sockeye",1992,15947.895,9224,15947.895,9224,"CU_19","Anderson_Seton_ES","TBD",NA,183794
"Sk_Fraser","Sockeye",1993,13923.0828,8780,13923.0828,8780,"CU_19","Anderson_Seton_ES","TBD",NA,66967
"Sk_Fraser","Sockeye",1994,2648.9826,1706,2648.9826,1706,"CU_19","Anderson_Seton_ES","TBD",NA,33549
"Sk_Fraser","Sockeye",1995,7058.923,4533,7058.923,4533,"CU_19","Anderson_Seton_ES","TBD",NA,21489
"Sk_Fraser","Sockeye",1996,24969.5006,14139,24969.5006,14139,"CU_19","Anderson_Seton_ES","TBD",NA,197587
"Sk_Fraser","Sockeye",1997,3765.0633,1877,3765.0633,1877,"CU_19","Anderson_Seton_ES","TBD",NA,12667
"Sk_Fraser","Sockeye",1998,4408.4784,2442,4408.4784,2442,"CU_19","Anderson_Seton_ES","TBD",NA,4404
"Sk_Fraser","Sockeye",1999,2620.763,1765,2620.763,1765,"CU_19","Anderson_Seton_ES","TBD",NA,40134
"Sk_Fraser","Sockeye",2000,36652.6206,16571,36652.6206,16571,"CU_19","Anderson_Seton_ES","TBD",NA,91378
"Sk_Fraser","Sockeye",2001,6295.1112,4007,6295.1112,4007,"CU_19","Anderson_Seton_ES","TBD",NA,49931
"Sk_Fraser","Sockeye",2002,1838.2586,1144,1838.2586,1144,"CU_19","Anderson_Seton_ES","TBD",NA,11739
"Sk_Fraser","Sockeye",2003,8109.6966,5036,8109.6966,5036,"CU_19","Anderson_Seton_ES","TBD",NA,4548
"Sk_Fraser","Sockeye",2004,8377.1786,5483,8377.1786,5483,"CU_19","Anderson_Seton_ES","TBD",NA,48974
"Sk_Fraser","Sockeye",2005,13616.82,8851,13616.82,8851,"CU_19","Anderson_Seton_ES","TBD",NA,14910
"Sk_Fraser","Sockeye",2006,2055.4736,1456,2055.4736,1456,"CU_19","Anderson_Seton_ES","TBD",NA,38495
"Sk_Fraser","Sockeye",2007,1931.58,1079,1931.58,1079,"CU_19","Anderson_Seton_ES","TBD",NA,107653
"Sk_Fraser","Sockeye",2008,3424.6104,1752,3424.6104,1752,"CU_19","Anderson_Seton_ES","TBD",NA,77315
"Sk_Fraser","Sockeye",2009,8858.5904,5274,8858.5904,5274,"CU_19","Anderson_Seton_ES","TBD",NA,117431
"Sk_Fraser","Sockeye",2010,10560.0668,5903,10560.0668,5903,"CU_19","Anderson_Seton_ES","TBD",NA,37201
"Sk_Fraser","Sockeye",2011,40647.2115,26433,40647.2115,26433,"CU_19","Anderson_Seton_ES","TBD",NA,34335
"Sk_Fraser","Sockeye",2012,10713.6012,6899,10713.6012,6899,"CU_19","Anderson_Seton_ES","TBD",NA,22680
"Sk_Fraser","Sockeye",2013,44040.3048,23004,44040.3048,23004,"CU_19","Anderson_Seton_ES","TBD",NA,13157
"Sk_Fraser","Sockeye",2014,13394.3797,8456,13394.3797,8456,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2015,16866.4756,9643,16866.4756,9643,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2016,6316.147,3535,6316.147,3535,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2017,5941.7459,3204,5941.7459,3204,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2018,2635.062,1573,2635.062,1573,"CU_19","Anderson_Seton_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1950,14253.6888,7298,14253.6888,7298,"CU_1","Bowron_ES","TBD",NA,74998
"Sk_Fraser","Sockeye",1951,19184.1268,10040,19184.1268,10040,"CU_1","Bowron_ES","TBD",NA,103443
"Sk_Fraser","Sockeye",1952,16459.806,8568,16459.806,8568,"CU_1","Bowron_ES","TBD",NA,43296
"Sk_Fraser","Sockeye",1953,11720.9356,5734,11720.9356,5734,"CU_1","Bowron_ES","TBD",NA,75576
"Sk_Fraser","Sockeye",1954,9282.642,4566,9282.642,4566,"CU_1","Bowron_ES","TBD",NA,66264
"Sk_Fraser","Sockeye",1955,8254.18,4472,8254.18,4472,"CU_1","Bowron_ES","TBD",NA,96912
"Sk_Fraser","Sockeye",1956,6174.3032,3639,6174.3032,3639,"CU_1","Bowron_ES","TBD",NA,37746
"Sk_Fraser","Sockeye",1957,10603.3108,6416,10603.3108,6416,"CU_1","Bowron_ES","TBD",NA,41966
"Sk_Fraser","Sockeye",1958,13103.4004,8297,13103.4004,8297,"CU_1","Bowron_ES","TBD",NA,18112
"Sk_Fraser","Sockeye",1959,25819.2516,14614,25819.2516,14614,"CU_1","Bowron_ES","TBD",NA,61854
"Sk_Fraser","Sockeye",1960,6726.936,3506,6726.936,3506,"CU_1","Bowron_ES","TBD",NA,17729
"Sk_Fraser","Sockeye",1961,6575.9772,3675,6575.9772,3675,"CU_1","Bowron_ES","TBD",NA,28148
"Sk_Fraser","Sockeye",1962,5549.2808,3219,5549.2808,3219,"CU_1","Bowron_ES","TBD",NA,21321
"Sk_Fraser","Sockeye",1963,19275.6047,11467,19275.6047,11467,"CU_1","Bowron_ES","TBD",NA,214288
"Sk_Fraser","Sockeye",1964,1324.2,690,1324.2,690,"CU_1","Bowron_ES","TBD",NA,27507
"Sk_Fraser","Sockeye",1965,2127.2,1170,2127.2,1170,"CU_1","Bowron_ES","TBD",NA,17799
"Sk_Fraser","Sockeye",1966,2092.584,1151,2092.584,1151,"CU_1","Bowron_ES","TBD",NA,22249
"Sk_Fraser","Sockeye",1967,27980.346,13991,27980.346,13991,"CU_1","Bowron_ES","TBD",NA,206370
"Sk_Fraser","Sockeye",1968,3419.617,1710,3419.617,1710,"CU_1","Bowron_ES","TBD",NA,43543
"Sk_Fraser","Sockeye",1969,3872,1936,3872,1936,"CU_1","Bowron_ES","TBD",NA,17211
"Sk_Fraser","Sockeye",1970,873.306,497,873.306,497,"CU_1","Bowron_ES","TBD",NA,15826
"Sk_Fraser","Sockeye",1971,19964.151,10761,19964.151,10761,"CU_1","Bowron_ES","TBD",NA,124507
"Sk_Fraser","Sockeye",1972,3653.0264,1969,3653.0264,1969,"CU_1","Bowron_ES","TBD",NA,16971
"Sk_Fraser","Sockeye",1973,4023.8024,2012,4023.8024,2012,"CU_1","Bowron_ES","TBD",NA,10662
"Sk_Fraser","Sockeye",1974,1850,1046,1850,1046,"CU_1","Bowron_ES","TBD",NA,17431
"Sk_Fraser","Sockeye",1975,26219.16,14735,26219.16,14735,"CU_1","Bowron_ES","TBD",NA,122376
"Sk_Fraser","Sockeye",1976,2037.15,1069,2037.15,1069,"CU_1","Bowron_ES","TBD",NA,7112
"Sk_Fraser","Sockeye",1977,2207,1214,2207,1214,"CU_1","Bowron_ES","TBD",NA,15396
"Sk_Fraser","Sockeye",1978,2772.8748,1678,2772.8748,1678,"CU_1","Bowron_ES","TBD",NA,40627
"Sk_Fraser","Sockeye",1979,30898,16178,30898,16178,"CU_1","Bowron_ES","TBD",NA,29984
"Sk_Fraser","Sockeye",1980,2638.7492,1376,2638.7492,1376,"CU_1","Bowron_ES","TBD",NA,45170
"Sk_Fraser","Sockeye",1981,1032.876,562,1032.876,562,"CU_1","Bowron_ES","TBD",NA,16532
"Sk_Fraser","Sockeye",1982,1647,990,1647,990,"CU_1","Bowron_ES","TBD",NA,5277
"Sk_Fraser","Sockeye",1983,5805.9,3484,5805.9,3484,"CU_1","Bowron_ES","TBD",NA,38132
"Sk_Fraser","Sockeye",1984,9562.4001,4909,9562.4001,4909,"CU_1","Bowron_ES","TBD",NA,50591
"Sk_Fraser","Sockeye",1985,5845.6695,3030,5845.6695,3030,"CU_1","Bowron_ES","TBD",NA,19177
"Sk_Fraser","Sockeye",1986,2850.1638,1396,2850.1638,1396,"CU_1","Bowron_ES","TBD",NA,21198
"Sk_Fraser","Sockeye",1987,11071,5660,11071,5660,"CU_1","Bowron_ES","TBD",NA,22460
"Sk_Fraser","Sockeye",1988,12464.334,7405,12464.334,7405,"CU_1","Bowron_ES","TBD",NA,13050
"Sk_Fraser","Sockeye",1989,2534,1367,2534,1367,"CU_1","Bowron_ES","TBD",NA,12842
"Sk_Fraser","Sockeye",1990,7513.374,5065,7513.374,5065,"CU_1","Bowron_ES","TBD",NA,31130
"Sk_Fraser","Sockeye",1991,4919,2460,4919,2460,"CU_1","Bowron_ES","TBD",NA,48625
"Sk_Fraser","Sockeye",1992,2560,1117,2560,1117,"CU_1","Bowron_ES","TBD",NA,12869
"Sk_Fraser","Sockeye",1993,1184,592,1184,592,"CU_1","Bowron_ES","TBD",NA,20467
"Sk_Fraser","Sockeye",1994,4380,1845,4380,1845,"CU_1","Bowron_ES","TBD",NA,10849
"Sk_Fraser","Sockeye",1995,27557.6919,13467,27557.6919,13467,"CU_1","Bowron_ES","TBD",NA,27351
"Sk_Fraser","Sockeye",1996,8146.5664,4055,8146.5664,4055,"CU_1","Bowron_ES","TBD",NA,26776
"Sk_Fraser","Sockeye",1997,4755.1924,2119,4755.1924,2119,"CU_1","Bowron_ES","TBD",NA,5024
"Sk_Fraser","Sockeye",1998,4751,2830,4751,2830,"CU_1","Bowron_ES","TBD",NA,17001
"Sk_Fraser","Sockeye",1999,8238,3295,8238,3295,"CU_1","Bowron_ES","TBD",NA,19734
"Sk_Fraser","Sockeye",2000,12480.384,6720,12480.384,6720,"CU_1","Bowron_ES","TBD",NA,25283
"Sk_Fraser","Sockeye",2001,5504.9166,2752,5504.9166,2752,"CU_1","Bowron_ES","TBD",NA,6825
"Sk_Fraser","Sockeye",2002,8432.355,4505,8432.355,4505,"CU_1","Bowron_ES","TBD",NA,7674
"Sk_Fraser","Sockeye",2003,6076.8,3038,6076.8,3038,"CU_1","Bowron_ES","TBD",NA,3792
"Sk_Fraser","Sockeye",2004,916,458,916,458,"CU_1","Bowron_ES","TBD",NA,6090
"Sk_Fraser","Sockeye",2005,1730,866,1730,866,"CU_1","Bowron_ES","TBD",NA,2259
"Sk_Fraser","Sockeye",2006,1432.1664,636,1432.1664,636,"CU_1","Bowron_ES","TBD",NA,17435
"Sk_Fraser","Sockeye",2007,2132.3649,1075,2132.3649,1075,"CU_1","Bowron_ES","TBD",NA,8364
"Sk_Fraser","Sockeye",2008,773.3475,275,773.3475,275,"CU_1","Bowron_ES","TBD",NA,783
"Sk_Fraser","Sockeye",2009,1687.2014,843,1687.2014,843,"CU_1","Bowron_ES","TBD",NA,6112
"Sk_Fraser","Sockeye",2010,8189.2056,4095,8189.2056,4095,"CU_1","Bowron_ES","TBD",NA,24716
"Sk_Fraser","Sockeye",2011,3991.0932,2037,3991.0932,2037,"CU_1","Bowron_ES","TBD",NA,5280
"Sk_Fraser","Sockeye",2012,59,30,59,30,"CU_1","Bowron_ES","TBD",NA,186
"Sk_Fraser","Sockeye",2013,3225.0814,1924,3225.0814,1924,"CU_1","Bowron_ES","TBD",NA,510
"Sk_Fraser","Sockeye",2014,11418.576,6252,11418.576,6252,"CU_1","Bowron_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2015,3458.038,2211,3458.038,2211,"CU_1","Bowron_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2016,143,72,143,72,"CU_1","Bowron_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2017,244,122,244,122,"CU_1","Bowron_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2018,8300.925,4846,8300.925,4846,"CU_1","Bowron_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1950,15141.0384,6555,15141.0384,6555,"CU_6","Chilko_S_ES","TBD",NA,187983
"Sk_Fraser","Sockeye",1951,99134.8632,57563,99134.8632,57563,"CU_6","Chilko_S_ES","TBD",NA,665674
"Sk_Fraser","Sockeye",1952,434112.99,233628,434112.99,233628,"CU_6","Chilko_S_ES","TBD",NA,1799904
"Sk_Fraser","Sockeye",1953,173397.024,94471,173397.024,94471,"CU_6","Chilko_S_ES","TBD",NA,528558
"Sk_Fraser","Sockeye",1954,33370.008,21247,33370.008,21247,"CU_6","Chilko_S_ES","TBD",NA,636547
"Sk_Fraser","Sockeye",1955,114018.147,75834,114018.147,75834,"CU_6","Chilko_S_ES","TBD",NA,1438974
"Sk_Fraser","Sockeye",1956,617148.324,368607,617148.324,368607,"CU_6","Chilko_S_ES","TBD",NA,2396538
"Sk_Fraser","Sockeye",1957,137827.0656,83128,137827.0656,83128,"CU_6","Chilko_S_ES","TBD",NA,120511
"Sk_Fraser","Sockeye",1958,119983.896,70433,119983.896,70433,"CU_6","Chilko_S_ES","TBD",NA,291933
"Sk_Fraser","Sockeye",1959,462226.492,272891,462226.492,272891,"CU_6","Chilko_S_ES","TBD",NA,2099156
"Sk_Fraser","Sockeye",1960,422280.54,244864,422280.54,244864,"CU_6","Chilko_S_ES","TBD",NA,964857
"Sk_Fraser","Sockeye",1961,24930.7976,15038,24930.7976,15038,"CU_6","Chilko_S_ES","TBD",NA,64296
"Sk_Fraser","Sockeye",1962,66133.763,42125,66133.763,42125,"CU_6","Chilko_S_ES","TBD",NA,974191
"Sk_Fraser","Sockeye",1963,105113.7243,57207,105113.7243,57207,"CU_6","Chilko_S_ES","TBD",NA,1116906
"Sk_Fraser","Sockeye",1964,233125.3248,131590,233125.3248,131590,"CU_6","Chilko_S_ES","TBD",NA,1874731
"Sk_Fraser","Sockeye",1965,31918.1055,20813,31918.1055,20813,"CU_6","Chilko_S_ES","TBD",NA,140915
"Sk_Fraser","Sockeye",1966,196538.7744,107541,196538.7744,107541,"CU_6","Chilko_S_ES","TBD",NA,772105
"Sk_Fraser","Sockeye",1967,153941.3865,90006,153941.3865,90006,"CU_6","Chilko_S_ES","TBD",NA,1956680
"Sk_Fraser","Sockeye",1968,312879.672,181912,312879.672,181912,"CU_6","Chilko_S_ES","TBD",NA,2371300
"Sk_Fraser","Sockeye",1969,42661.7334,25519,42661.7334,25519,"CU_6","Chilko_S_ES","TBD",NA,385793
"Sk_Fraser","Sockeye",1970,95881.7816,50923,95881.7816,50923,"CU_6","Chilko_S_ES","TBD",NA,631130
"Sk_Fraser","Sockeye",1971,153752.7934,97365,153752.7934,97365,"CU_6","Chilko_S_ES","TBD",NA,740253
"Sk_Fraser","Sockeye",1972,555360.029,332353,555360.029,332353,"CU_6","Chilko_S_ES","TBD",NA,1981889
"Sk_Fraser","Sockeye",1973,54489.1225,30231,54489.1225,30231,"CU_6","Chilko_S_ES","TBD",NA,207582
"Sk_Fraser","Sockeye",1974,106665.7581,71127,106665.7581,71127,"CU_6","Chilko_S_ES","TBD",NA,645809
"Sk_Fraser","Sockeye",1975,215526.7066,133782,215526.7066,133782,"CU_6","Chilko_S_ES","TBD",NA,1396383
"Sk_Fraser","Sockeye",1976,377998.1718,228326,377998.1718,228326,"CU_6","Chilko_S_ES","TBD",NA,1676112
"Sk_Fraser","Sockeye",1977,35070.1029,20385,35070.1029,20385,"CU_6","Chilko_S_ES","TBD",NA,193270
"Sk_Fraser","Sockeye",1978,146139.3302,85570,146139.3302,85570,"CU_6","Chilko_S_ES","TBD",NA,1246777
"Sk_Fraser","Sockeye",1979,228187.5757,147920,228187.5757,147920,"CU_6","Chilko_S_ES","TBD",NA,1687672
"Sk_Fraser","Sockeye",1980,462783.4966,293234,462783.4966,293234,"CU_6","Chilko_S_ES","TBD",NA,4394455
"Sk_Fraser","Sockeye",1981,32365.012,20164,32365.012,20164,"CU_6","Chilko_S_ES","TBD",NA,185203
"Sk_Fraser","Sockeye",1982,241873.0465,142515,241873.0465,142515,"CU_6","Chilko_S_ES","TBD",NA,1487694
"Sk_Fraser","Sockeye",1983,361700.0928,213715,361700.0928,213715,"CU_6","Chilko_S_ES","TBD",NA,1753748
"Sk_Fraser","Sockeye",1984,560390.0277,283152,560390.0277,283152,"CU_6","Chilko_S_ES","TBD",NA,503604
"Sk_Fraser","Sockeye",1985,71274.937,34979,71274.937,34979,"CU_6","Chilko_S_ES","TBD",NA,550437
"Sk_Fraser","Sockeye",1986,276193.7101,165504,276193.7101,165504,"CU_6","Chilko_S_ES","TBD",NA,4692771
"Sk_Fraser","Sockeye",1987,400877.5385,268111,400877.5385,268111,"CU_6","Chilko_S_ES","TBD",NA,4349335
"Sk_Fraser","Sockeye",1988,355839.7741,206206,355839.7741,206206,"CU_6","Chilko_S_ES","TBD",NA,3137460
"Sk_Fraser","Sockeye",1989,62298.1158,42811,62298.1158,42811,"CU_6","Chilko_S_ES","TBD",NA,3101966
"Sk_Fraser","Sockeye",1990,807878.9824,497991,807878.9824,497991,"CU_6","Chilko_S_ES","TBD",NA,2591261
"Sk_Fraser","Sockeye",1991,1004396.9698,597537,1004396.9698,597537,"CU_6","Chilko_S_ES","TBD",NA,1255045
"Sk_Fraser","Sockeye",1992,510164.0177,319959,510164.0177,319959,"CU_6","Chilko_S_ES","TBD",NA,1852267
"Sk_Fraser","Sockeye",1993,551561.6067,322298,551561.6067,322298,"CU_6","Chilko_S_ES","TBD",NA,3929559
"Sk_Fraser","Sockeye",1994,436507.675,253976,436507.675,253976,"CU_6","Chilko_S_ES","TBD",NA,1404652
"Sk_Fraser","Sockeye",1995,507892.6072,298027,507892.6072,298027,"CU_6","Chilko_S_ES","TBD",NA,1224320
"Sk_Fraser","Sockeye",1996,923666.585,504469,923666.585,504469,"CU_6","Chilko_S_ES","TBD",NA,1335165
"Sk_Fraser","Sockeye",1997,901632.4124,509298,901632.4124,509298,"CU_6","Chilko_S_ES","TBD",NA,868494
"Sk_Fraser","Sockeye",1998,803415.14,467624,803415.14,467624,"CU_6","Chilko_S_ES","TBD",NA,497517
"Sk_Fraser","Sockeye",1999,857152.5138,432565,857152.5138,432565,"CU_6","Chilko_S_ES","TBD",NA,1559255
"Sk_Fraser","Sockeye",2000,731770.9122,395559,731770.9122,395559,"CU_6","Chilko_S_ES","TBD",NA,452112
"Sk_Fraser","Sockeye",2001,657102.9917,331244,657102.9917,331244,"CU_6","Chilko_S_ES","TBD",NA,1090728
"Sk_Fraser","Sockeye",2002,381910.9434,215050,381910.9434,215050,"CU_6","Chilko_S_ES","TBD",NA,1225485
"Sk_Fraser","Sockeye",2003,606556.8691,334896,606556.8691,334896,"CU_6","Chilko_S_ES","TBD",NA,351206
"Sk_Fraser","Sockeye",2004,90273.0198,49193,90273.0198,49193,"CU_6","Chilko_S_ES","TBD",NA,422076
"Sk_Fraser","Sockeye",2005,535538.2264,285065,535538.2264,285065,"CU_6","Chilko_S_ES","TBD",NA,300018
"Sk_Fraser","Sockeye",2006,456754.378,261918,456754.378,261918,"CU_6","Chilko_S_ES","TBD",NA,4798373
"Sk_Fraser","Sockeye",2007,299307.7458,156518,299307.7458,156518,"CU_6","Chilko_S_ES","TBD",NA,1072449
"Sk_Fraser","Sockeye",2008,131552.8695,68731,131552.8695,68731,"CU_6","Chilko_S_ES","TBD",NA,522333
"Sk_Fraser","Sockeye",2009,212482.8082,127367,212482.8082,127367,"CU_6","Chilko_S_ES","TBD",NA,1830773
"Sk_Fraser","Sockeye",2010,2124163.371,1181540,2124163.371,1181540,"CU_6","Chilko_S_ES","TBD",NA,2745896
"Sk_Fraser","Sockeye",2011,748072.3523,457653,748072.3523,457653,"CU_6","Chilko_S_ES","TBD",NA,875373
"Sk_Fraser","Sockeye",2012,164106.9048,90758,164106.9048,90758,"CU_6","Chilko_S_ES","TBD",NA,231339
"Sk_Fraser","Sockeye",2013,1183959.0705,624495,1183959.0705,624495,"CU_6","Chilko_S_ES","TBD",NA,469944
"Sk_Fraser","Sockeye",2014,1020664.1824,665987,1020664.1824,665987,"CU_6","Chilko_S_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2015,653597.64,429012,653597.64,429012,"CU_6","Chilko_S_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2016,134499.8076,66013,134499.8076,66013,"CU_6","Chilko_S_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2017,356268.372,212956,356268.372,212956,"CU_6","Chilko_S_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",2018,609460.544,388737,609460.544,388737,"CU_6","Chilko_S_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1950,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1951,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1952,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1953,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1954,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1955,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1956,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1957,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1958,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1959,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1960,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1961,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1962,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1963,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1964,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1965,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1966,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1967,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1968,50,25,50,25,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1969,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1970,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
"Sk_Fraser","Sockeye",1971,0,0,0,0,"CU_17","Chilliwack_ES","TBD",NA,NA
